Seed, Order, mu, sigma, Accuracy, Supervison
15, 62,  3, 0.001, 0.6802587176602924,w/o
12, 62,  13, 0.1, 0.6884485666104553,w/o
12, 5,  5, 0.001, 0.6479763912310287,w/o
12, 4,  9, 5, 0.6204328274311411,w/o
12, 5,  15, 0.001, 0.6479763912310287,w/o
15, 62,  3, 0.1, 0.6795556805399325,w/o
12, 62,  13, 0.5, 0.6894322653175942,w/o
896783, 5,  1, 0.5, 0.6341463414634146,w/o
15, 4,  9, 0.5, 0.6020809898762655,w/o
12, 5,  5, 0.1, 0.6476953344575604,w/o
15, 62,  3, 0.5, 0.6777277840269966,w/o
12, 5,  15, 0.1, 0.6481169196177627,w/o
9, 4,  15, 5, 0.5897994768962511,w/o
12, 62,  13, 5, 0.6862001124227094,w/o
15, 62,  3, 5, 0.6622609673790776,w/o
896783, 5,  1, 5, 0.616380608250527,w/o
12, 4,  9, 10, 0.6060989319842608,w/o
12, 5,  5, 0.5, 0.649522203485104,w/o
12, 62,  13, 10, 0.6922428330522765,w/o
12, 5,  15, 0.5, 0.6488195615514334,w/o
15, 62,  3, 10, 0.3825928008998875,w/o
15, 4,  9, 5, 0.6126265466816648,w/o
896783, 5,  1, 10, 0.5012044564890094,w/o
12, 5,  9, 0.001, 0.6475548060708263,w/o
12, 5,  5, 5, 0.6580944350758853,w/o
9, 4,  15, 10, 0.6095611740773031,w/o
12, 5,  15, 5, 0.647133220910624,w/o
896783, 62,  1, 0.001, 0.6722372779283349,w/o
12, 5,  9, 0.1, 0.6476953344575604,w/o
12, 5,  5, 10, 0.6263350196739741,w/o
9, 5,  15, 0.001, 0.6271432723045627,w/o
896783, 62,  1, 0.1, 0.6719361638060825,w/o
12, 5,  15, 10, 0.6465711073636875,w/o
15, 4,  9, 10, 0.6172665916760405,w/o
12, 62,  5, 0.001, 0.6878864530635188,w/o
896783, 62,  1, 0.5, 0.6704305931948208,w/o
12, 5,  9, 0.5, 0.647273749297358,w/o
12, 62,  15, 0.001, 0.6876053962900506,w/o
9, 5,  15, 0.1, 0.6272885789014822,w/o
12, 62,  5, 0.1, 0.6887296233839235,w/o
15, 5,  9, 0.001, 0.6334364454443194,w/o
896783, 62,  1, 5, 0.39461005721168324,w/o
12, 62,  15, 0.1, 0.6888701517706577,w/o
12, 5,  9, 5, 0.6526138279932546,w/o
12, 62,  5, 0.5, 0.6849353569421023,w/o
9, 5,  15, 0.5, 0.6267073525138042,w/o
896783, 62,  1, 10, 0.37232761216501054,w/o
15, 5,  9, 0.1, 0.6347019122609674,w/o
12, 62,  15, 0.5, 0.6897133220910624,w/o
12, 62,  5, 5, 0.6838111298482293,w/o
12, 5,  9, 10, 0.6379988757729061,w/o
12, 62,  15, 5, 0.68690275435638,w/o
9, 5,  15, 5, 0.6399302528334786,w/o
15, 5,  9, 0.5, 0.6363892013498312,w/o
12, 62,  5, 10, 0.6932265317594154,w/o
12, 62,  9, 0.001, 0.6876053962900506,w/o
12, 62,  15, 10, 0.6912591343451377,w/o
9, 5,  15, 10, 0.6179889566986341,w/o
15, 5,  9, 5, 0.6425759280089989,w/o
12, 62,  9, 0.1, 0.6878864530635188,w/o
9, 58,  15, 0.001, 0.6643417611159547,w/o
12, 62,  9, 0.5, 0.6885890949971895,w/o
15, 5,  9, 10, 0.6300618672665916,w/o
9, 58,  15, 0.1, 0.6646323743097937,w/o
12, 62,  9, 5, 0.6895727937043282,w/o
15, 62,  9, 0.001, 0.6799775028121485,w/o
9, 58,  15, 0.5, 0.6639058413251961,w/o
12, 62,  9, 10, 0.6838111298482293,w/o
15, 62,  9, 0.1, 0.6799775028121485,w/o
9, 58,  15, 5, 0.6663760534728277,w/o
15, 62,  9, 0.5, 0.6792744656917885,w/o
9, 58,  15, 10, 0.6576576576576577,w/o
15, 62,  9, 5, 0.6758998875140607,w/o
15, 62,  9, 10, 0.6825084364454443,w/o
